,Model,Company,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1558,Hyundai Creta 1.6,Hyundai,Pune,2017,38767.0,Diesel,Manual,First,19.67,1582.0,126.2,5,12.6
1559,Audi Q7 35,Audi,Bangalore,2015,21000.0,Diesel,Automatic,First,12.07,2967.0,241.4,7,48.0
1560,Maruti Alto LXi,Maruti,Coimbatore,2010,59136.0,Petrol,Manual,First,19.7,796.0,46.3,5,2.96
1561,Honda Amaze SX,Honda,Kolkata,2014,36000.0,Diesel,Manual,First,25.8,1498.0,98.6,5,3.25
1562,Volkswagen Passat Diesel,Volkswagen,Chennai,2011,95000.0,Diesel,Automatic,Second,18.33,1968.0,167.7,5,8.5
1563,Hyundai Elantra CRDi,Hyundai,Mumbai,2013,51000.0,Diesel,Automatic,First,19.5,1582.0,126.24,5,8.75
1564,Maruti Wagon R,Maruti,Kochi,2011,36411.0,Petrol,Manual,First,18.9,998.0,67.1,5,3.08
1565,Land Rover Discovery,Land,Mumbai,2017,40000.0,Diesel,Automatic,First,12.81,1999.0,148.31,7,41.5
1566,Honda City i,Honda,Pune,2016,27300.0,Petrol,Manual,First,17.8,1497.0,117.3,5,7.0
1567,Mercedes-Benz New C-Class,Mercedes-Benz,Kochi,2011,29813.0,Petrol,Automatic,Second,14.74,1991.0,181.03,5,11.5
1568,Maruti Wagon R,Maruti,Pune,2011,71000.0,Petrol,Manual,First,20.51,998.0,67.04,5,2.6
1569,Hyundai Verna 1.6,Hyundai,Kolkata,2014,32000.0,Diesel,Manual,First,22.32,1582.0,126.3,5,4.3
1570,Maruti Ertiga VXI,Maruti,Mumbai,2017,19234.0,CNG,Manual,First,17.5,1373.0,80.46,7,8.35
1571,Volkswagen Tiguan 2.0,Volkswagen,Jaipur,2017,50510.0,Diesel,Automatic,First,17.06,1968.0,141.0,5,24.9
1572,BMW X1 sDrive,BMW,Pune,2011,102000.0,Diesel,Automatic,First,15.06,1995.0,177.0,5,13.75
1573,Hyundai Grand i10,Hyundai,Kolkata,2014,42277.0,Diesel,Manual,First,24.0,1186.0,73.97,5,3.85
1574,Mercedes-Benz E-Class E250,Mercedes-Benz,Mumbai,2014,46000.0,Diesel,Automatic,First,13.0,2143.0,201.1,5,23.25
1575,Mahindra Bolero ZLX,Mahindra,Chennai,2012,35000.0,Diesel,Manual,First,13.6,2523.0,88.0,7,7.0
1576,Hyundai Grand i10,Hyundai,Bangalore,2015,50000.0,Petrol,Manual,First,18.9,1197.0,82.0,5,5.75
1577,Hyundai i10 Magna,Hyundai,Mumbai,2008,62000.0,Petrol,Manual,Second,20.36,1197.0,78.9,5,1.65
1578,Volkswagen Jetta 2012-2014,Volkswagen,Mumbai,2012,78000.0,Diesel,Manual,First,19.33,1968.0,138.1,5,6.5
1579,Skoda Yeti Elegance,Skoda,Chennai,2011,79000.0,Diesel,Manual,First,17.67,1968.0,138.08,5,7.5
1580,Audi Q7 45,Audi,Kochi,2019,6773.0,Diesel,Automatic,First,14.75,2967.0,245.0,7,72.94
1581,Toyota Fortuner 3.0,Toyota,Chennai,2010,135000.0,Diesel,Manual,Second,11.5,2982.0,171.0,7,11.0
1582,Maruti Wagon R,Maruti,Kochi,2013,36716.0,Petrol,Manual,First,18.9,1061.0,67.0,5,3.02
1583,Hyundai EON Era,Hyundai,Coimbatore,2013,65060.0,Petrol,Manual,First,21.1,814.0,55.2,5,3.32
1584,Honda Brio S,Honda,Delhi,2013,33000.0,Petrol,Manual,First,19.4,1198.0,86.8,5,3.24
1585,Maruti Alto 800,Maruti,Kolkata,2015,11110.0,Petrol,Manual,First,22.74,796.0,47.3,5,2.35
1586,Mahindra Bolero ZLX,Mahindra,Jaipur,2013,63000.0,Diesel,Manual,First,15.96,2523.0,62.1,7,5.5
1587,Honda City i,Honda,Mumbai,2015,27030.0,Petrol,Manual,First,17.8,1497.0,117.3,5,6.75
1588,Skoda Rapid 1.6,Skoda,Mumbai,2015,19600.0,Petrol,Manual,First,15.0,1598.0,103.52,5,6.15
1589,Maruti Swift VVT,Maruti,Pune,2016,27755.0,Petrol,Manual,First,22.0,1197.0,81.8,5,5.45
1590,Hyundai EON Magna,Hyundai,Hyderabad,2013,20000.0,Petrol,Manual,Second,21.1,814.0,55.2,5,2.3
1591,Maruti Swift Dzire,Maruti,Kochi,2015,24782.0,Petrol,Manual,First,20.85,1197.0,83.14,5,6.21
1592,Nissan Micra XV,Nissan,Coimbatore,2014,47303.0,Petrol,Automatic,First,19.34,1198.0,76.0,5,5.21
1593,Audi Q7 4.2,Audi,Delhi,2008,71000.0,Petrol,Automatic,First,8.3,4134.0,250.0,7,11.99
1594,Maruti Swift Vdi,Maruti,Pune,2010,135000.0,Diesel,Manual,First,17.8,1248.0,75.0,5,3.1
1595,Tata Xenon XT,Tata,Jaipur,2017,1000.0,Diesel,Manual,First,13.49,2179.0,138.03,5,7.5
1596,Volkswagen Polo 1.5,Volkswagen,Kolkata,2016,29000.0,Diesel,Manual,First,20.14,1498.0,88.8,5,4.0
1597,Honda City i,Honda,Kochi,2016,36367.0,Petrol,Manual,First,17.8,1497.0,117.3,5,7.73
1598,Honda City i,Honda,Bangalore,2015,38000.0,Petrol,Manual,First,17.4,1497.0,117.3,5,7.8
1599,Maruti 800 AC,Maruti,Hyderabad,2011,83969.0,Petrol,Manual,First,16.1,796.0,37.0,4,1.3
1600,Volkswagen Polo 1.5,Volkswagen,Jaipur,2014,82621.0,Diesel,Manual,First,20.14,1498.0,88.8,5,4.42
1601,Chevrolet Captiva LTZ,Chevrolet,Pune,2009,89000.0,Diesel,Automatic,First,12.5,1991.0,147.9,7,4.0
1602,Mahindra XUV500 W10,Mahindra,Kolkata,2016,54000.0,Diesel,Manual,First,16.0,2179.0,140.0,7,13.0
1603,Honda Amaze VX,Honda,Kochi,2015,61691.0,Diesel,Manual,First,25.8,1498.0,98.6,5,5.38
1604,Hyundai i20 1.2,Hyundai,Chennai,2011,32200.0,Petrol,Manual,Second,17.0,1197.0,80.0,5,3.25
1605,Maruti Wagon R,Maruti,Jaipur,2016,68630.0,Petrol,Automatic,First,20.51,998.0,67.0,5,3.87
1606,Volkswagen Jetta 2013-2015,Volkswagen,Mumbai,2014,61000.0,Diesel,Automatic,Second,16.96,1968.0,138.03,5,8.25
1607,Maruti Ciaz 1.4,Maruti,Mumbai,2018,32644.0,Petrol,Manual,First,20.73,1373.0,91.1,5,9.28
1608,Mahindra Scorpio 2009-2014,Mahindra,Delhi,2012,85000.0,Diesel,Automatic,First,11.79,2179.0,120.0,7,6.25
1609,Chevrolet Aveo U-VA,Chevrolet,Mumbai,2008,75000.0,Petrol,Manual,Second,15.26,1150.0,74.9,5,1.15
1610,Maruti Ciaz ZXi,Maruti,Kochi,2016,40347.0,Petrol,Manual,First,20.73,1373.0,91.2,5,7.8
1611,Hyundai i20 1.4,Hyundai,Hyderabad,2012,60788.0,Diesel,Manual,First,23.0,1396.0,90.0,5,4.5
1612,Honda Jazz 1.2,Honda,Kochi,2018,18664.0,Petrol,Manual,First,18.7,1199.0,88.7,5,7.56
1613,Mahindra XUV500 W10,Mahindra,Coimbatore,2017,57847.0,Diesel,Manual,First,16.0,2179.0,140.0,7,16.08
1614,Hyundai i20 1.2,Hyundai,Bangalore,2012,52237.0,Petrol,Manual,First,17.0,1197.0,80.0,5,4.5
1615,Hyundai Verna 1.6,Hyundai,Chennai,2012,128000.0,Diesel,Manual,First,22.32,1582.0,126.32,5,5.0
1616,Hyundai i10 Era,Hyundai,Delhi,2011,54000.0,Petrol,Manual,First,19.81,1086.0,68.05,5,2.2
1617,Maruti Celerio VXI,Maruti,Bangalore,2014,49800.0,Petrol,Automatic,First,23.1,998.0,67.04,5,4.0
1618,Skoda Fabia 1.2,Skoda,Kolkata,2012,98000.0,Diesel,Manual,First,20.86,1199.0,73.9,5,2.51
1619,Maruti Swift VDI,Maruti,Delhi,2015,60095.0,Diesel,Manual,First,25.2,1248.0,74.0,5,4.75
1620,Hyundai i10 Magna(O),Hyundai,Pune,2008,68000.0,Petrol,Manual,Second,16.0,1086.0,66.7,5,2.0
1621,Hyundai i10 Magna,Hyundai,Jaipur,2010,81402.0,Petrol,Manual,Second,20.36,1197.0,78.9,5,2.1
1622,Ford Ecosport 1.5,Ford,Mumbai,2013,38000.0,Petrol,Automatic,First,16.5,1499.0,110.0,5,6.25
1623,Mercedes-Benz E-Class 2009-2013,Mercedes-Benz,Kochi,2011,92239.0,Diesel,Automatic,Second,11.5,2987.0,210.0,5,10.6
1624,Maruti Swift VDI,Maruti,Ahmedabad,2017,49224.0,Diesel,Manual,First,25.2,1248.0,74.0,5,6.0
1625,Maruti 800 Std,Maruti,Jaipur,2004,12000.0,Petrol,Manual,Second,16.1,796.0,37.0,4,0.45
1626,Maruti Swift Lxi,Maruti,Pune,2010,54898.0,Petrol,Manual,Third,16.1,1298.0,88.2,5,2.5
1627,Hyundai Creta 1.6,Hyundai,Mumbai,2018,2500.0,Petrol,Manual,First,15.29,1591.0,121.3,5,12.75
1628,BMW X1 M,BMW,Kochi,2017,32838.0,Diesel,Automatic,First,17.05,1995.0,190.0,5,30.29
1629,Ford Ikon 1.3,Ford,Hyderabad,2006,27076.0,Petrol,Manual,First,13.8,1299.0,70.0,5,1.6
1630,Ford Ecosport 1.5,Ford,Kochi,2017,75445.0,Diesel,Manual,First,22.7,1498.0,89.84,5,7.54
1631,Maruti Ciaz VXi,Maruti,Kochi,2015,46601.0,Petrol,Manual,First,20.73,1373.0,91.1,5,6.84
1632,Volkswagen Passat Diesel,Volkswagen,Kolkata,2012,72000.0,Diesel,Automatic,First,18.33,1968.0,167.7,5,6.0
1633,Honda Jazz 1.5,Honda,Pune,2017,27000.0,Diesel,Manual,First,27.3,1498.0,98.6,5,8.0
1634,Audi A4 35,Audi,Coimbatore,2016,68193.0,Diesel,Automatic,First,17.11,1968.0,174.33,5,24.74
1635,Hyundai Grand i10,Hyundai,Kochi,2017,34429.0,Diesel,Manual,First,24.0,1120.0,70.0,5,5.5
1636,Mercedes-Benz GL-Class 2007,Mercedes-Benz,Delhi,2013,46000.0,Diesel,Automatic,First,12.0,2987.0,224.0,7,36.0
1637,Toyota Innova 2.5,Toyota,Coimbatore,2013,80544.0,Diesel,Manual,First,12.99,2494.0,100.6,7,11.79
1638,Nissan Sunny 2011-2014,Nissan,Jaipur,2011,42000.0,Petrol,Manual,Second,16.95,1498.0,97.7,5,3.0
1639,Skoda Laura Ambiente,Skoda,Bangalore,2011,94821.0,Diesel,Automatic,Second,20.0,1968.0,138.1,5,6.75
1640,Chevrolet Aveo 1.4,Chevrolet,Jaipur,2006,100000.0,Petrol,Manual,First,14.49,1399.0,92.7,5,1.4
1641,Honda Mobilio V,Honda,Mumbai,2014,57000.0,Diesel,Manual,First,24.2,1498.0,98.6,7,5.75
1642,Maruti Ritz VDi,Maruti,Hyderabad,2010,79894.0,Diesel,Manual,First,21.1,1248.0,73.9,5,3.4
1643,Volkswagen Polo Petrol,Volkswagen,Coimbatore,2011,44748.0,Petrol,Manual,Second,16.47,1198.0,73.9,5,4.89
1644,Nissan Terrano XL,Nissan,Mumbai,2013,31000.0,Petrol,Manual,First,13.24,1598.0,102.5,5,4.95
1645,Maruti A-Star AT,Maruti,Coimbatore,2013,60587.0,Petrol,Automatic,Second,16.98,998.0,66.1,5,3.49
1646,Toyota Etios Liva,Toyota,Pune,2011,32000.0,Diesel,Manual,First,23.59,1364.0,88.0,5,3.85
1647,Honda City 1.5,Honda,Pune,2014,43772.0,Petrol,Manual,First,17.0,1497.0,118.0,5,6.35
1648,Hyundai Grand i10,Hyundai,Coimbatore,2017,23576.0,Petrol,Automatic,First,18.9,1197.0,82.0,5,7.08
1649,Jaguar XE 2.0L,Jaguar,Hyderabad,2017,4000.0,Diesel,Automatic,First,13.6,1999.0,177.0,5,38.0
1650,Mahindra Scorpio VLX,Mahindra,Kolkata,2012,62000.0,Diesel,Manual,First,12.05,2179.0,120.0,8,6.25
1651,Mercedes-Benz New C-Class,Mercedes-Benz,Mumbai,2011,36000.0,Petrol,Automatic,First,11.74,1796.0,186.0,5,10.15
1652,Skoda Superb Elegance,Skoda,Delhi,2014,80000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5,10.75
1653,Chevrolet Cruze LTZ,Chevrolet,Pune,2012,137008.0,Diesel,Automatic,First,18.1,1991.0,147.9,4,4.65
1654,Mahindra Scorpio VLX,Mahindra,Delhi,2010,61001.0,Diesel,Manual,First,12.05,2179.0,120.0,8,4.75
1655,Hyundai Verna 1.6,Hyundai,Coimbatore,2015,52191.0,Petrol,Manual,First,17.1,1591.0,121.3,5,7.78
1656,Hyundai i20 1.4,Hyundai,Hyderabad,2016,77076.0,Diesel,Manual,First,23.0,1396.0,90.0,5,6.75
1657,Honda City ZX,Honda,Hyderabad,2008,56000.0,Petrol,Automatic,First,16.4,1497.0,78.0,5,2.99
1658,Hyundai i10 Magna,Hyundai,Kolkata,2013,21000.0,Petrol,Manual,First,20.36,1197.0,78.9,5,2.35
1659,Honda Amaze S,Honda,Delhi,2013,89429.0,Diesel,Manual,First,25.8,1498.0,98.6,5,3.65
1660,Maruti Wagon R,Maruti,Delhi,2012,45631.0,Petrol,Manual,Second,22.5,998.0,67.04,5,2.74
1661,Honda Brio S,Honda,Jaipur,2013,53959.0,Petrol,Manual,First,19.4,1198.0,86.8,5,3.5
1662,Hyundai i20 1.2,Hyundai,Kochi,2014,55804.0,Petrol,Manual,First,17.0,1197.0,80.0,5,4.76
1663,Volkswagen Vento 2013-2015,Volkswagen,Kochi,2016,25899.0,Petrol,Manual,First,15.04,1598.0,103.2,5,6.2
1664,Skoda Octavia Rider,Skoda,Pune,2008,82000.0,Diesel,Manual,Second,18.7,1896.0,66.0,5,2.35
1665,Mercedes-Benz E-Class 2015-2017,Mercedes-Benz,Mumbai,2014,52000.0,Diesel,Automatic,First,13.0,2143.0,204.0,5,24.5
1666,Renault Duster Petrol,Renault,Pune,2013,20000.0,Petrol,Manual,First,13.24,1598.0,102.57,5,6.0
1667,Hyundai EON Sportz,Hyundai,Hyderabad,2017,31829.0,Petrol,Manual,First,21.1,814.0,55.2,5,3.65
1668,Maruti Swift VXI,Maruti,Coimbatore,2016,18094.0,Petrol,Manual,Second,18.6,1197.0,85.8,5,6.26
1669,Nissan Micra Diesel,Nissan,Jaipur,2011,80000.0,Diesel,Manual,Second,19.5,1461.0,88.0,5,2.1
1670,Audi Q5 3.0,Audi,Mumbai,2015,11964.0,Diesel,Automatic,First,13.22,2967.0,241.4,5,32.95
1671,Hyundai i20 1.2,Hyundai,Coimbatore,2018,22684.0,Petrol,Manual,First,18.6,1197.0,81.83,5,7.8
1672,Honda Brio S,Honda,Bangalore,2014,43521.0,Petrol,Manual,First,19.4,1198.0,86.8,5,4.25
1673,Maruti Swift Dzire,Maruti,Kochi,2014,49386.0,Petrol,Manual,First,17.5,1298.0,85.8,5,4.86
1674,Hyundai Grand i10,Hyundai,Delhi,2017,12248.0,Petrol,Manual,First,18.9,1197.0,81.86,5,4.9
1675,Mahindra Xylo E8,Mahindra,Coimbatore,2014,67771.0,Diesel,Manual,First,11.68,2498.0,112.0,8,7.06
1676,Volkswagen Polo GTI,Volkswagen,Delhi,2015,60007.0,Petrol,Automatic,First,17.21,1798.0,189.0,4,4.5
1677,Maruti Alto K10,Maruti,Coimbatore,2011,48624.0,Petrol,Manual,First,24.07,998.0,67.1,5,3.22
1678,Volkswagen Polo Diesel,Volkswagen,Kolkata,2014,30000.0,Diesel,Manual,First,22.07,1199.0,73.9,5,3.25
1679,Hyundai Grand i10,Hyundai,Delhi,2016,81605.0,Petrol,Manual,First,18.9,1197.0,82.0,5,4.53
1680,Mercedes-Benz New C-Class,Mercedes-Benz,Coimbatore,2017,32642.0,Diesel,Automatic,First,14.84,2143.0,170.0,5,34.78
1681,Hyundai Verna 1.6,Hyundai,Pune,2014,34200.0,Petrol,Automatic,First,15.74,1591.0,121.3,5,6.5
1682,Fiat Punto EVO,Fiat,Chennai,2010,72204.0,Petrol,Manual,First,15.7,1172.0,67.0,5,2.25
1683,Toyota Innova 2.5,Toyota,Pune,2011,156347.0,Diesel,Manual,Second,12.99,2494.0,100.0,8,8.0
1684,Mahindra TUV 300,Mahindra,Kochi,2017,47357.0,Diesel,Automatic,First,18.49,1493.0,100.0,7,8.37
1685,Volkswagen Polo 1.5,Volkswagen,Coimbatore,2015,61738.0,Diesel,Manual,First,20.14,1498.0,88.8,5,5.39
1686,BMW 5 Series,BMW,Kochi,2018,32586.0,Diesel,Automatic,First,22.48,1995.0,190.0,5,37.3
1687,Mercedes-Benz GLE 350d,Mercedes-Benz,Coimbatore,2018,40129.0,Diesel,Automatic,First,11.57,2987.0,254.79,5,70.8
1688,Mercedes-Benz M-Class ML,Mercedes-Benz,Mumbai,2012,51000.0,Diesel,Automatic,First,11.74,2987.0,254.8,5,22.25
1689,Hyundai Grand i10,Hyundai,Kochi,2018,10393.0,Petrol,Manual,First,18.9,1197.0,81.86,5,6.03
1690,Skoda Superb Elegance,Skoda,Mumbai,2011,46000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5,4.9
1691,Hyundai i10 Sportz,Hyundai,Chennai,2013,21000.0,Petrol,Automatic,First,16.95,1197.0,78.9,5,3.96
1692,Hyundai i20 1.4,Hyundai,Hyderabad,2011,113562.0,Diesel,Manual,First,23.0,1396.0,90.0,5,4.6
1693,Mahindra Scorpio VLX,Mahindra,Mumbai,2011,100010.0,Diesel,Manual,Second,12.05,2179.0,120.0,8,5.5
1694,Honda Brio V,Honda,Mumbai,2013,63107.0,Petrol,Manual,First,19.4,1198.0,86.8,5,3.25
1695,Hyundai i20 1.2,Hyundai,Jaipur,2017,58500.0,Petrol,Manual,First,18.6,1197.0,81.83,5,6.25
1696,Ford Endeavour 4x2,Ford,Pune,2007,90000.0,Diesel,Manual,Fourth & Above,10.9,2499.0,143.0,7,3.0
1697,Hyundai Verna CRDi,Hyundai,Chennai,2011,108242.0,Diesel,Manual,First,16.8,1493.0,110.0,5,4.25
1698,Toyota Fortuner 3.0,Toyota,Pune,2011,146300.0,Diesel,Manual,First,11.5,2982.0,171.0,7,12.25
1699,BMW X1 sDrive20d,BMW,Pune,2011,62943.0,Diesel,Automatic,Second,17.05,1995.0,184.0,5,10.95
1700,Toyota Fortuner 4x2,Toyota,Delhi,2013,65000.0,Diesel,Automatic,First,12.55,2982.0,168.5,7,16.5
1701,Honda Amaze V,Honda,Pune,2018,1700.0,Petrol,Automatic,First,19.0,1199.0,88.76,5,7.8
1702,Hyundai i10 Era,Hyundai,Kochi,2013,34697.0,Petrol,Manual,First,19.81,1086.0,68.05,5,3.7
1703,Hyundai i20 1.2,Hyundai,Hyderabad,2012,58000.0,Petrol,Manual,First,17.0,1197.0,80.0,5,4.0
1704,BMW 3 Series,BMW,Mumbai,2015,32500.0,Diesel,Automatic,First,19.59,1995.0,187.74,5,26.75
1705,Audi Q3 35,Audi,Coimbatore,2016,58661.0,Diesel,Automatic,First,15.17,1968.0,181.0,5,28.03
1706,Maruti Swift VXI,Maruti,Kochi,2017,37124.0,Petrol,Manual,First,20.4,1197.0,81.8,5,5.44
1707,Maruti Baleno Delta,Maruti,Delhi,2017,44000.0,Petrol,Automatic,First,21.4,1197.0,83.1,5,6.2
1708,Hyundai Accent GLE,Hyundai,Kolkata,2005,45200.0,Petrol,Manual,First,13.2,1495.0,94.0,5,0.9
1709,Maruti Ritz LXi,Maruti,Mumbai,2016,11000.0,Petrol,Manual,First,18.5,1197.0,85.8,5,3.95
1710,Tata Nano Lx,Tata,Pune,2011,65000.0,Petrol,Manual,Second,26.0,624.0,35.0,4,0.44
1711,Ford Figo Diesel,Ford,Ahmedabad,2012,55005.0,Diesel,Manual,First,20.0,1399.0,68.0,5,2.75
1712,Volkswagen Passat Diesel,Volkswagen,Hyderabad,2011,81650.0,Diesel,Automatic,First,18.33,1968.0,167.7,5,7.5
1713,Fiat Linea Emotion,Fiat,Chennai,2010,160000.0,Diesel,Manual,Second,19.0,1248.0,93.0,5,2.5
1714,Mahindra Xylo D4,Mahindra,Hyderabad,2015,169000.0,Diesel,Manual,First,14.95,2489.0,93.7,7,5.0
1715,Maruti Wagon R,Maruti,Hyderabad,2013,67263.0,Petrol,Manual,First,18.9,998.0,67.1,5,3.6
1716,Toyota Etios G,Toyota,Kochi,2012,44223.0,Petrol,Manual,First,17.6,1496.0,88.7,5,3.99
1717,Hyundai Grand i10,Hyundai,Coimbatore,2015,36840.0,Petrol,Manual,First,18.9,1197.0,82.0,5,5.64
1718,Toyota Innova 2.5,Toyota,Pune,2014,160000.0,Diesel,Manual,First,12.99,2494.0,100.0,8,12.0
1719,Tata Indica V2,Tata,Kolkata,2008,133000.0,Diesel,Manual,First,16.8,1405.0,62.0,5,0.7
1720,BMW 3 Series,BMW,Mumbai,2015,69123.0,Diesel,Automatic,First,18.88,1995.0,184.0,5,19.0
1721,Ford Endeavour 3.2,Ford,Delhi,2017,38000.0,Diesel,Automatic,First,10.91,3198.0,197.0,7,30.48
1722,Maruti Ciaz Zeta,Maruti,Mumbai,2017,5500.0,Petrol,Manual,First,21.56,1462.0,103.25,5,8.2
1723,Ford Figo 1.5D,Ford,Kolkata,2015,1001.0,Diesel,Manual,First,25.83,1498.0,99.0,5,7.55
1724,Chevrolet Aveo U-VA,Chevrolet,Pune,2007,59000.0,Petrol,Manual,Third,15.26,1150.0,74.9,5,0.99
1725,Honda City 1.5,Honda,Delhi,2011,78256.0,Petrol,Automatic,First,16.8,1497.0,118.0,5,4.15
1726,Nissan Sunny XL,Nissan,Chennai,2016,90000.0,Petrol,Manual,First,16.95,1498.0,97.6,5,6.2
1727,Maruti Swift Dzire,Maruti,Kolkata,2016,18000.0,Petrol,Manual,First,19.1,1197.0,85.8,5,4.4
1728,Ford Figo Diesel,Ford,Kolkata,2012,60000.0,Diesel,Manual,First,20.0,1399.0,68.0,5,2.1
1729,Fiat Grande Punto,Fiat,Jaipur,2011,130000.0,Diesel,Manual,First,20.3,1248.0,75.0,5,2.2
1730,Hyundai Elite i20,Hyundai,Coimbatore,2018,32851.0,Petrol,Manual,First,18.6,1197.0,81.86,5,8.34
1731,Maruti Swift Dzire,Maruti,Kolkata,2014,32000.0,Diesel,Manual,First,23.4,1248.0,74.0,5,4.35
1732,Ford Ecosport 1.5,Ford,Hyderabad,2014,62700.0,Diesel,Manual,First,22.7,1498.0,89.84,5,6.8
1733,Maruti Swift Dzire,Maruti,Jaipur,2010,71000.0,Diesel,Manual,First,19.3,1248.0,73.9,5,3.3
1734,Hyundai Grand i10,Hyundai,Kochi,2016,19947.0,Petrol,Manual,First,18.9,1197.0,82.0,5,5.04
1735,Ford Endeavour 3.0L,Ford,Hyderabad,2012,91000.0,Diesel,Automatic,First,11.4,2953.0,153.86,7,9.2
1736,Volkswagen Polo Diesel,Volkswagen,Hyderabad,2014,74000.0,Diesel,Manual,First,22.07,1199.0,73.9,5,5.7
1737,Mahindra TUV 300,Mahindra,Kochi,2018,55594.0,Diesel,Manual,First,18.49,1493.0,100.0,7,8.48
1738,BMW X6 xDrive,BMW,Hyderabad,2013,58000.0,Diesel,Automatic,First,11.2,2993.0,306.0,4,48.0
1739,Renault Duster 110PS,Renault,Hyderabad,2012,110224.0,Diesel,Manual,First,19.01,1461.0,108.45,5,6.1
1740,Maruti Wagon R,Maruti,Ahmedabad,2010,21002.0,Petrol,Manual,First,22.5,998.0,67.04,5,2.75
1741,Maruti Ertiga SHVS,Maruti,Pune,2017,121000.0,Diesel,Manual,First,24.52,1248.0,88.5,7,8.0
1742,Maruti Alto LXi,Maruti,Jaipur,2010,73513.0,Petrol,Manual,First,19.7,796.0,46.3,5,1.85
1743,Maruti Wagon R,Maruti,Jaipur,2015,34000.0,Petrol,Automatic,First,20.51,998.0,67.0,5,3.85
1744,Maruti Eeco 7,Maruti,Coimbatore,2017,28371.0,Petrol,Manual,First,15.1,1196.0,73.0,7,4.74
1745,Renault Duster 110PS,Renault,Kochi,2013,74755.0,Diesel,Manual,First,19.6,1461.0,108.45,5,5.63
1746,Maruti Zen Estilo,Maruti,Kochi,2011,25805.0,Petrol,Manual,First,18.2,1061.0,64.0,5,2.62
1747,Renault Duster Petrol,Renault,Kochi,2015,82603.0,Petrol,Manual,First,13.06,1598.0,102.53,5,4.9
1748,Honda Civic 2006-2010,Honda,Chennai,2006,110000.0,Petrol,Manual,First,13.5,1799.0,130.0,5,2.65
1749,Mahindra XUV500 W8,Mahindra,Delhi,2012,88000.0,Diesel,Manual,First,16.0,2179.0,140.0,7,5.99
1750,Mahindra Verito 1.5,Mahindra,Chennai,2011,110000.0,Diesel,Manual,Second,21.0,1461.0,64.1,5,2.4
1751,Renault KWID Climber,Renault,Delhi,2017,15000.0,Petrol,Manual,First,21.7,999.0,67.0,5,4.25
1752,Porsche Cayenne Diesel,Porsche,Mumbai,2013,70000.0,Diesel,Automatic,First,15.15,2967.0,240.0,5,40.0
1753,Maruti Swift DDiS,Maruti,Pune,2008,150000.0,Diesel,Manual,Second,28.4,1248.0,74.0,5,2.7
1754,Datsun GO T,Datsun,Hyderabad,2016,19000.0,Petrol,Manual,First,20.63,1198.0,67.0,5,2.99
1755,Hyundai i20 1.2,Hyundai,Chennai,2011,37442.0,Petrol,Manual,First,18.5,1197.0,80.0,5,3.4
1756,BMW 5 Series,BMW,Coimbatore,2016,63111.0,Diesel,Automatic,Second,18.12,1995.0,190.0,5,30.8
1757,Maruti Ertiga ZDI,Maruti,Mumbai,2012,88000.0,Diesel,Manual,First,20.77,1248.0,88.8,7,5.85
1758,Hyundai Grand i10,Hyundai,Jaipur,2014,42355.0,Petrol,Manual,First,18.9,1197.0,82.0,5,4.0
1759,BMW 3 Series,BMW,Coimbatore,2011,75871.0,Petrol,Automatic,First,9.43,2996.0,254.0,5,14.12
1760,Chevrolet Cruze LTZ,Chevrolet,Mumbai,2011,65000.0,Diesel,Manual,First,17.9,1998.0,163.7,5,4.55
1761,Mercedes-Benz M-Class ML,Mercedes-Benz,Pune,2015,69000.0,Diesel,Automatic,First,0.0,2987.0,165.0,5,38.0
1762,Maruti Ritz LDi,Maruti,Jaipur,2011,79232.0,Diesel,Manual,First,21.1,1248.0,73.9,5,2.9
1763,Mercedes-Benz New C-Class,Mercedes-Benz,Pune,2007,220000.0,Petrol,Automatic,Second,11.74,1796.0,186.0,5,6.0
1764,Hyundai i20 1.2,Hyundai,Kochi,2016,28470.0,Petrol,Manual,First,18.6,1197.0,81.83,5,6.95
1765,Hyundai EON 1.0,Hyundai,Kolkata,2014,9759.0,Petrol,Manual,First,20.3,998.0,68.05,5,2.75
1766,Maruti Swift VDI,Maruti,Pune,2014,75216.0,Diesel,Manual,First,22.9,1248.0,74.0,5,5.1
1767,Hyundai i20 Sportz,Hyundai,Chennai,2017,8000.0,Petrol,Manual,First,18.6,1197.0,81.83,5,6.75
1768,Maruti Ritz ZXi,Maruti,Mumbai,2014,59451.0,Petrol,Manual,First,18.5,1197.0,85.8,5,3.69
1769,Maruti Swift VDI,Maruti,Hyderabad,2013,53996.0,Diesel,Manual,First,22.9,1248.0,74.0,5,5.45
1770,Honda WRV i-VTEC,Honda,Kochi,2018,15135.0,Petrol,Manual,First,17.5,1199.0,88.7,5,9.29
1771,Hyundai Xcent 1.2,Hyundai,Chennai,2015,53000.0,Petrol,Automatic,Second,16.9,1197.0,81.86,5,4.0
1772,Honda Amaze E,Honda,Kolkata,2013,40000.0,Petrol,Manual,First,18.0,1198.0,86.7,5,2.9
1773,Hyundai Verna 1.6,Hyundai,Pune,2013,21107.0,Petrol,Manual,First,17.1,1591.0,121.3,5,5.25
